player_id,player_name,season,completions_total,attempts_total,passing_yards_total,passing_tds_total,interceptions_total,sacks_total,sack_yards_total,passing_air_yards_total,passing_yards_after_catch_total,passing_first_downs_total,carries_total,rushing_yards_total,rushing_tds_total,rushing_fumbles_total,rushing_first_downs_total,receptions_total,targets_total,receiving_yards_total,receiving_tds_total,receiving_air_yards_total,receiving_yards_after_catch_total,receiving_first_downs_total,fantasy_points_total,fantasy_points_ppr_total,games_played,completions_avg,attempts_avg,passing_yards_avg,passing_tds_avg,interceptions_avg,sacks_avg,sack_yards_avg,passing_air_yards_avg,passing_yards_after_catch_avg,passing_first_downs_avg,passing_epa_avg,pacr_avg,carries_avg,rushing_yards_avg,rushing_tds_avg,rushing_fumbles_avg,rushing_first_downs_avg,rushing_epa_avg,receptions_avg,targets_avg,receiving_yards_avg,receiving_tds_avg,receiving_air_yards_avg,receiving_yards_after_catch_avg,receiving_first_downs_avg,receiving_2pt_conversions_avg,racr_avg,target_share_avg,air_yards_share_avg,wopr_avg,fantasy_points_avg,fantasy_points_ppr_avg,position,green_zone_carries,HVTs,avg_pass_epa_deep_left,avg_pass_epa_deep_middle,avg_pass_epa_deep_right,avg_pass_epa_short_left,avg_pass_epa_short_middle,avg_pass_epa_short_right,avg_rec_epa_rec_deep_left,avg_rec_epa_rec_deep_middle,avg_rec_epa_rec_deep_right,avg_rec_epa_rec_short_left,avg_rec_epa_rec_short_middle,avg_rec_epa_rec_short_right,pct_targets_rec_deep_left,pct_targets_rec_deep_middle,pct_targets_rec_deep_right,pct_targets_rec_short_left,pct_targets_rec_short_middle,pct_targets_rec_short_right,total_tackled_for_loss,total_rb_carries,pct_carries_tackled_for_loss,routes,yprr,down_1_position,down_1_team,down_1_attempts,down_1_completions,down_1_passing_yards,down_1_passing_first_downs,down_1_carries,down_1_rushing_yards,down_1_rushing_first_downs,down_1_targets,down_1_receptions,down_1_receiving_yards,down_1_receiving_first_downs,down_1_team_carries_in_played_games,down_1_team_targets_in_played_games,down_1_team_receptions_in_played_games,down_1_team_rush_fd_in_played_games,down_1_team_rec_fd_in_played_games,down_1_games_played,down_1_team_carries_all_games,down_1_team_targets_all_games,down_1_team_receptions_all_games,down_1_yards_per_pass_attempt,down_1_yards_per_completion,down_1_yards_per_carry,down_1_yards_per_target,down_1_yards_per_reception,down_1_pass_attempts_per_game,down_1_completions_per_game,down_1_passing_yards_per_game,down_1_passing_first_downs_per_game,down_1_carries_per_game,down_1_rushing_yards_per_game,down_1_rushing_first_downs_per_game,down_1_targets_per_game,down_1_receptions_per_game,down_1_receiving_yards_per_game,down_3_position,down_3_team,down_3_attempts,down_3_completions,down_3_passing_yards,down_3_passing_first_downs,down_3_carries,down_3_rushing_yards,down_3_rushing_first_downs,down_3_targets,down_3_receptions,down_3_receiving_yards,down_3_receiving_first_downs,down_3_team_carries_in_played_games,down_3_team_targets_in_played_games,down_3_team_receptions_in_played_games,down_3_team_rush_fd_in_played_games,down_3_team_rec_fd_in_played_games,down_3_games_played,down_3_team_carries_all_games,down_3_team_targets_all_games,down_3_team_receptions_all_games,down_3_yards_per_pass_attempt,down_3_yards_per_completion,down_3_yards_per_carry,down_3_yards_per_target,down_3_yards_per_reception,down_3_pass_attempts_per_game,down_3_completions_per_game,down_3_passing_yards_per_game,down_3_passing_first_downs_per_game,down_3_carries_per_game,down_3_rushing_yards_per_game,down_3_rushing_first_downs_per_game,down_3_targets_per_game,down_3_receptions_per_game,down_3_receiving_yards_per_game,routes_per_game,TPRR,firstDPRR
00-0032200,Ty Montgomery,2020,0,0,0,0,0,0,0,0,0,0,19,101,0,0,4,3,6,27,0,10,33,1,12.8,15.8,4,0,0,0,0,0,0,0,0,0,0,0,0,4.75,25.25,0,0,1,0.008,0.75,1.5,6.75,0,2.5,8.25,0.25,0,0,0.046,0.008,0.075,3.2,3.95,RB,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,19,0.105,33,0.82,RB,NO,0,0,0,0,10,45,1,1,1,17,1,27,32,22,7,14,2,255,222,149,0,0,4.5,17,17,0,0,0,0,5,4.5,0.5,0.5,0.5,8.5,RB,NO,0,0,0,0,4,56,3,1,1,8,0,7,18,9,6,7,2,60,148,95,0,0,14,8,8,0,0,0,0,2,14,1.5,0.5,0.5,4,8.25,0.182,0.03
00-0032209,T.J. Yeldon,2020,0,0,0,0,0,0,0,0,0,0,10,70,0,1,5,1,4,22,1,14,0,1,15.2,16.2,3,0,0,0,0,0,0,0,0,0,0,0,0,3.333,23.333,0,0.333,1.667,1.435,0.333,1.333,7.333,0.333,4.667,0,0.333,0,0.367,0.033,0.008,0.054,5.067,5.4,RB,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,0,23,0.96,RB,BUF,0,0,0,0,3,38,1,3,0,0,0,32,52,33,2,16,3,196,300,205,0,0,12.667,0,0,0,0,0,0,1,12.667,0.333,1,0,0,RB,BUF,0,0,0,0,4,15,4,0,0,0,0,7,20,13,6,12,2,58,129,78,0,0,3.75,0,0,0,0,0,0,2,3.75,2,0,0,0,7.667,0.174,0.043
00-0032211,Tyler Lockett,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,132,1054,10,1285,327,57,165.4,265.4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,8.25,65.875,0.625,80.312,20.438,3.562,0,1.011,0.243,0.281,0.561,10.338,16.587,WR,NA,NA,NA,NA,NA,NA,NA,NA,0.328,1.548,0.271,0.57,0.529,0.544,0.061,0.038,0.061,0.326,0.189,0.326,NA,NA,NA,627,1.68,WR,SEA,0,0,0,0,0,0,0,57,45,548,22,227,245,166,35,71,16,227,245,166,0,0,0,9.614,12.178,0,0,0,0,0,NA,0,3.562,2.812,34.25,WR,SEA,0,0,0,0,0,0,0,23,16,150,13,42,122,67,18,51,13,49,141,75,0,0,0,6.522,9.375,0,0,0,0,0,NA,0,1.769,1.231,11.538,39.188,0.211,0.091
00-0032214,Tyler Kroft,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,119,3,121,44,9,29.9,41.9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.667,19.833,0.5,20.167,7.333,1.5,0,1.03,0.085,0.076,0.181,4.983,6.983,TE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143,0.83,TE,BUF,0,0,0,0,0,0,0,7,5,58,4,68,83,61,10,35,5,196,300,205,0,0,0,8.286,11.6,0,0,0,0,0,NA,0,1.4,1,11.6,TE,BUF,0,0,0,0,0,0,0,2,2,21,1,5,16,7,3,5,2,58,129,78,0,0,0,10.5,10.5,0,0,0,0,0,NA,0,1,1,10.5,23.833,0.112,0.063
00-0032241,Todd Gurley,2020,0,0,0,0,0,0,0,0,0,0,195,678,9,1,45,25,35,164,0,51,123,7,138.2,163.2,15,0,0,0,0,0,0,0,0,0,0,0,0,13,45.2,0.6,0.067,3,-1.319,1.667,2.333,10.933,0,3.4,8.2,0.467,0,-0.522,0.061,0.014,0.101,9.213,10.88,RB,24,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,195,0.097,229,0.72,RB,ATL,0,0,0,0,108,346,10,20,14,79,2,211,245,168,17,96,15,228,257,173,0,0,3.204,3.95,5.643,0,0,0,0,7.2,3.204,0.667,1.333,0.933,5.267,RB,ATL,0,0,0,0,22,89,12,7,6,54,4,41,135,74,22,55,13,49,172,94,0,0,4.045,7.714,9,0,0,0,0,1.692,4.045,0.923,0.538,0.462,4.154,15.267,0.153,0.031
00-0032257,Duke Johnson,2020,0,0,0,0,0,0,0,0,0,0,77,235,1,2,11,28,35,249,1,67,220,8,56.4,84.4,11,0,0,0,0,0,0,0,0,0,0,0,0,7,21.364,0.091,0.182,1,-2.323,2.545,3.182,22.636,0.091,6.091,20,0.727,0,10.351,0.099,0.021,0.164,5.127,7.673,RB,3,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,77,0.091,204,1.22,RB,HOU,0,0,0,0,45,159,3,14,13,113,4,130,169,109,18,58,11,175,257,167,0,0,3.533,8.071,8.692,0,0,0,0,4.091,3.533,0.273,1.273,1.182,10.273,RB,HOU,0,0,0,0,8,14,5,8,4,58,2,39,87,41,21,32,10,49,144,75,0,0,1.75,7.25,14.5,0,0,0,0,0.8,1.75,0.5,0.8,0.4,5.8,18.545,0.172,0.039
00-0032268,Marcus Mariota,2020,17,28,226,1,1,0,0,273,76,11,9,88,1,0,8,0,0,0,0,0,0,0,25.84,25.84,1,17,28,226,1,1,0,0,273,76,11,8.426,0.828,9,88,1,0,8,11.245,0,0,0,0,0,0,0,0,0,0,0,0,25.84,25.84,QB,1,NA,1.225,-0.926,0.541,0.999,-1.066,0.295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QB,LV,9,4,51,2,3,44,2,0,0,0,0,23,11,5,5,3,1,268,206,134,5.667,12.75,14.667,0,0,9,4,51,2,3,14.667,2,0,0,0,QB,LV,4,3,38,1,2,9,2,0,0,0,0,6,7,4,3,2,1,47,151,90,9.5,12.667,4.5,0,0,4,3,38,1,2,4.5,2,0,0,0,NA,NA,NA
00-0032385,Sterling Shepard,2020,0,0,0,0,0,0,0,0,0,0,6,49,1,0,2,66,90,656,3,746,204,37,96.5,162.5,12,0,0,0,0,0,0,0,0,0,0,0,0,0.5,4.083,0.083,0,0.167,0.359,5.5,7.5,54.667,0.25,62.167,17,3.083,0.083,0.92,0.238,0.241,0.526,8.042,13.542,WR,NA,NA,NA,NA,NA,NA,NA,NA,0.23,1.313,-0.634,0.569,-0.148,0.311,0.044,0.078,0.044,0.178,0.222,0.433,NA,NA,NA,370,1.77,WR,NYG,0,0,0,0,4,25,1,44,35,336,17,170,161,99,24,51,12,222,205,119,0,0,6.25,7.636,9.6,0,0,0,0,0.333,6.25,0.083,3.667,2.917,28,WR,NYG,0,0,0,0,0,0,0,25,16,135,12,28,123,71,7,43,12,37,161,93,0,0,0,5.4,8.438,0,0,0,0,0,NA,0,2.083,1.333,11.25,30.833,0.243,0.1
00-0032392,Austin Hooper,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,70,435,4,456,169,27,67.5,113.5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.538,5.385,33.462,0.308,35.077,13,2.077,0,1.565,0.185,0.129,0.368,5.192,8.731,TE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304,1.43,TE,CLE,0,0,0,0,0,0,0,26,18,153,9,204,125,74,41,39,11,287,180,108,0,0,0,5.885,8.5,0,0,0,0,0,NA,0,2.364,1.636,13.909,TE,CLE,0,0,0,0,0,0,0,16,11,101,7,40,80,45,24,33,9,63,133,70,0,0,0,6.312,9.182,0,0,0,0,0,NA,0,1.778,1.222,11.222,23.385,0.23,0.089
00-0032393,C.J. Prosise,2020,0,0,0,0,0,0,0,0,0,0,10,19,0,1,0,5,5,18,1,-8,26,1,7.7,12.7,5,0,0,0,0,0,0,0,0,0,0,0,0,2,3.8,0,0.2,0,-1.771,1,1,3.6,0.2,-1.6,5.2,0.2,0,0.967,0.034,-0.005,0.047,1.54,2.54,RB,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10,0.2,29,0.62,RB,HOU,0,0,0,0,7,14,0,1,1,4,0,34,38,28,3,18,3,175,257,167,0,0,2,4,4,0,0,0,0,2.333,2,0,0.333,0.333,1.333,RB,HOU,0,0,0,0,0,0,0,1,1,10,0,4,10,6,2,5,1,49,144,75,0,0,0,10,10,0,0,0,0,0,NA,0,1,1,10,5.8,0.172,0.034
00-0032394,Nick Vannett,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,21,95,1,93,64,6,15.5,29.5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.273,1.909,8.636,0.091,8.455,5.818,0.545,0,1.955,0.07,0.034,0.129,1.409,2.682,TE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,0.86,TE,DEN,0,0,0,0,0,0,0,7,6,20,1,79,63,37,6,17,5,233,220,123,0,0,0,2.857,3.333,0,0,0,0,0,NA,0,1.4,1.2,4,TE,DEN,0,0,0,0,0,0,0,2,1,0,0,10,13,5,5,3,2,45,167,90,0,0,0,0,0,0,0,0,0,0,NA,0,1,0.5,0,10,0.191,0.055
00-0032404,Tyler Ervin,2020,0,0,0,0,0,0,0,0,0,0,13,67,0,0,4,11,15,84,0,-15,84,6,15.1,26.1,7,0,0,0,0,0,0,0,0,0,0,0,0,1.857,9.571,0,0,0.571,0.039,1.571,2.143,12,0,-2.143,12,0.857,0,-0.185,0.066,-0.005,0.095,2.157,3.729,RB,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13,0,71,1.18,RB,GB,0,0,0,0,6,24,0,8,5,39,1,109,95,66,14,28,7,237,212,145,0,0,4,4.875,7.8,0,0,0,0,0.857,4,0,1.143,0.714,5.571,RB,GB,0,0,0,0,1,0,0,2,2,13,1,3,9,6,1,5,1,37,143,86,0,0,0,6.5,6.5,0,0,0,0,1,0,0,2,2,13,10.143,0.211,0.085
00-0032426,Alex Collins,2020,0,0,0,0,0,0,0,0,0,0,18,77,2,0,5,1,2,4,0,11,1,0,20.1,21.1,3,0,0,0,0,0,0,0,0,0,0,0,0,6,25.667,0.667,0,1.667,0.657,0.333,0.667,1.333,0,3.667,0.333,0,0,0.121,0.019,0.011,0.036,6.7,7.033,RB,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,18,0.111,26,0.15,RB,SEA,0,0,0,0,12,50,2,1,1,4,0,40,47,29,6,14,3,227,245,166,0,0,4.167,4,4,0,0,0,0,4,4.167,0.667,0.333,0.333,1.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.667,0.077,0
00-0032434,Brandon Allen,2020,90,142,925,5,4,7,51,940,557,42,13,27,0,0,5,0,1,0,0,8,0,0,49.7,49.7,5,18,28.4,185,1,0.8,1.4,10.2,188,111.4,8.4,-1.901,0.984,2.6,5.4,0,0,1,0.493,0,0.2,0,0,1.6,0,0,0,0,0.007,0.01,0.018,9.94,9.94,QB,NA,NA,-0.452,0.949,-0.588,-0.105,0.422,-0.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,QB,CIN,53,36,337,13,5,5,0,1,0,0,0,61,58,38,7,13,5,220,235,136,6.358,9.361,1,0,0,10.6,7.2,67.4,2.6,1,1,0,0.2,0,0,QB,CIN,44,24,310,15,7,20,4,0,0,0,0,13,47,25,7,15,5,50,163,82,7.045,12.917,2.857,0,0,8.8,4.8,62,3,1.4,2.857,0.8,0,0,0,0.2,1,0
00-0032436,Jeff Driskel,2020,35,64,432,3,2,11,98,638,131,18,6,28,0,0,3,0,0,0,0,0,0,0,30.08,30.08,3,11.667,21.333,144,1,0.667,3.667,32.667,212.667,43.667,6,-4.864,0.472,2,9.333,0,0,1,1.171,0,0,0,0,0,0,0,0,0,0,0,0,10.027,10.027,QB,NA,NA,0.761,1.723,0.469,-0.463,0.11,-0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QB,DEN,29,15,219,8,3,15,0,0,0,0,0,44,42,21,3,10,3,233,220,123,7.552,14.6,5,0,0,9.667,5,73,2.667,1,5,0,0,0,0,QB,DEN,22,11,127,6,3,13,3,0,0,0,0,3,26,13,3,7,2,45,167,90,5.773,11.545,4.333,0,0,11,5.5,63.5,3,1.5,4.333,1.5,0,0,0,NA,NA,NA
00-0032450,Dwayne Washington,2020,0,0,0,0,0,0,0,0,0,0,8,15,0,0,0,0,0,0,0,0,0,0,1.5,1.5,2,0,0,0,0,0,0,0,0,0,0,0,0,4,7.5,0,0,0,-1.657,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.75,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,8,0.25,NA,NA,RB,NO,0,0,0,0,4,3,0,0,0,0,0,38,21,14,8,5,2,255,222,149,0,0,0.75,0,0,0,0,0,0,2,0.75,0,0,0,0,RB,NO,0,0,0,0,1,4,0,0,0,0,0,8,7,4,5,2,1,60,148,95,0,0,4,0,0,0,0,0,0,1,4,0,0,0,0,NA,NA,NA
00-0032464,Kalif Raymond,2020,0,0,0,0,0,0,0,0,0,0,1,-3,0,0,0,9,15,187,0,263,38,7,18.4,27.4,8,0,0,0,0,0,0,0,0,0,0,0,0,0.125,-0.375,0,0,0,-0.153,1.125,1.875,23.375,0,32.875,4.75,0.875,0,0.651,0.06,0.124,0.176,2.3,3.425,WR,NA,NA,NA,NA,NA,NA,NA,NA,1.445,0.811,0,0.207,1.273,-0.676,0.2,0.133,0,0.133,0.2,0.333,NA,NA,NA,119,1.57,WR,TEN,0,0,0,0,0,0,0,5,3,80,2,78,53,36,12,18,4,310,170,110,0,0,0,16,26.667,0,0,0,0,0,NA,0,1.25,0.75,20,WR,TEN,0,0,0,0,0,0,0,4,1,20,1,13,25,11,7,11,3,43,139,74,0,0,0,5,20,0,0,0,0,0,NA,0,1.333,0.333,6.667,14.875,0.126,0.059
00-0032543,Alex Erickson,2020,0,1,0,0,0,0,0,21,0,0,5,7,0,1,0,12,17,139,0,122,67,5,12.6,24.6,9,0,0.111,0,0,0,0,0,2.333,0,0,-0.054,0,0.556,0.778,0,0.111,0,-0.677,1.333,1.889,15.444,0,13.556,7.444,0.556,0,1.826,0.067,0.058,0.14,1.4,2.733,WR,NA,NA,0,0,-0.489,0,0,0,-1.451,2.925,0,0.449,-0.294,0.093,0.059,0.059,0,0.353,0.353,0.176,NA,NA,NA,109,1.28,WR,CIN,1,0,0,0,3,11,0,5,4,77,2,58,59,40,9,18,4,220,235,136,0,0,3.667,15.4,19.25,0.25,0,0,0,0.75,3.667,0,1.25,1,19.25,WR,CIN,0,0,0,0,0,0,0,6,3,25,1,19,57,26,8,18,6,50,163,82,0,0,0,4.167,8.333,0,0,0,0,0,NA,0,1,0.5,4.167,12.111,0.156,0.046
00-0032575,Matt Skura,2020,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-0.592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OL,BAL,0,0,0,0,1,0,0,0,0,0,0,17,10,8,0,4,1,283,154,98,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0032577,D.J. Foster,2020,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,7,0,4,3,1,0.9,1.9,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,-0.977,0.5,0.5,3.5,0,2,1.5,0.5,0,0.875,0.019,0.008,0.034,0.45,0.95,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,18,0.39,RB,ARI,0,0,0,0,1,2,0,0,0,0,0,20,9,7,1,7,1,276,227,156,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,RB,ARI,0,0,0,0,1,0,0,0,0,0,0,2,14,8,1,3,1,56,147,78,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0.056,0.056
00-0032592,Sharrod Neasman,2020,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,-1.8,-1.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,-3.105,0,0,0,0,0,0,0,0,0,0,0,0,-1.8,-1.8,DB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0032602,J.D. McKissic,2020,0,0,0,0,0,0,0,0,0,0,85,365,1,1,25,80,110,589,2,186,503,32,111.4,191.4,16,0,0,0,0,0,0,0,0,0,0,0,0,5.312,22.812,0.062,0.062,1.562,-0.389,5,6.875,36.812,0.125,11.625,31.438,2,0,4.139,0.183,0.031,0.297,6.963,11.963,RB,4,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,85,0.106,399,1.48,RB,WAS,0,0,0,0,43,215,10,40,28,221,9,191,242,147,31,56,15,206,256,156,0,0,5,5.525,7.893,0,0,0,0,2.867,5,0.667,2.667,1.867,14.733,RB,WAS,0,0,0,0,12,53,8,33,20,152,11,49,159,81,32,52,15,51,174,89,0,0,4.417,4.606,7.6,0,0,0,0,0.8,4.417,0.533,2.2,1.333,10.133,24.938,0.276,0.08
00-0032688,Robby Anderson,2020,0,0,0,0,0,0,0,0,0,0,4,15,0,0,1,95,136,1096,3,1318,497,49,129.1,224.1,16,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.938,0,0,0.062,-0.067,5.938,8.5,68.5,0.188,82.375,31.062,3.062,0.062,0.933,0.257,0.333,0.618,8.069,14.006,WR,NA,NA,NA,NA,NA,NA,NA,NA,0.834,-1.879,0.494,0.132,0.5,-0.041,0.074,0.029,0.125,0.346,0.191,0.235,NA,NA,NA,NA,NA,WR,CAR,0,0,0,0,4,15,1,43,33,358,15,205,211,132,28,64,15,223,222,137,0,0,3.75,8.326,10.848,0,0,0,0,0.267,3.75,0.067,2.867,2.2,23.867,WR,CAR,0,0,0,0,0,0,0,29,17,177,9,44,131,77,20,46,14,50,146,87,0,0,0,6.103,10.412,0,0,0,0,0,NA,0,2.071,1.214,12.643,NA,NA,NA
00-0032725,Stephen Anderson,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,106,0,44,80,7,10.6,18.6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.667,3.667,35.333,0,14.667,26.667,2.333,0,2.611,0.107,0.063,0.204,3.533,6.2,TE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,1.96,TE,LAC,0,0,0,0,0,0,0,2,2,37,2,12,13,9,2,5,1,260,231,143,0,0,0,18.5,18.5,0,0,0,0,0,NA,0,2,2,37,TE,LAC,0,0,0,0,0,0,0,3,2,12,1,1,29,15,1,9,2,42,182,104,0,0,0,4,6,0,0,0,0,0,NA,0,1.5,1,6,18,0.204,0.13
00-0032741,Peyton Barber,2020,0,0,0,0,0,0,0,0,0,0,94,258,4,0,26,4,7,12,0,1,11,1,51,55,14,0,0,0,0,0,0,0,0,0,0,0,0,6.714,18.429,0.286,0,1.857,-0.321,0.286,0.5,0.857,0,0.071,0.786,0.071,0,0.336,0.014,-0.001,0.02,3.643,3.929,RB,13,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,95,0.063,51,0.24,RB,WAS,0,0,0,0,47,122,3,3,1,4,0,172,186,114,27,43,12,206,256,156,0,0,2.596,1.333,4,0,0,0,0,3.917,2.596,0.25,0.25,0.083,0.333,RB,WAS,0,0,0,0,17,65,12,0,0,0,0,35,88,46,21,27,8,51,174,89,0,0,3.824,0,0,0,0,0,0,2.125,3.824,1.5,0,0,0,3.643,0.137,0.02
00-0032764,Derrick Henry,2020,0,0,0,0,0,0,0,0,0,0,378,2027,17,3,98,19,31,114,0,-29,127,4,314.1,333.1,16,0,0,0,0,0,0,0,0,0,0,0,0,23.625,126.688,1.062,0.188,6.125,2.103,1.188,1.938,7.125,0,-1.812,7.938,0.25,0,0.313,0.067,-0.012,0.092,19.631,20.819,RB,37,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,380,0.061,223,0.51,RB,TEN,0,0,0,0,244,1268,32,13,8,19,0,310,170,110,44,55,16,310,170,110,0,0,5.197,1.462,2.375,0,0,0,0,15.25,5.197,2,0.812,0.5,1.188,RB,TEN,0,0,0,0,20,141,16,1,0,0,0,41,120,62,24,48,14,43,139,74,0,0,7.05,0,0,0,0,0,0,1.429,7.05,1.143,0.071,0,0,13.938,0.139,0.018
00-0032765,Michael Thomas,2020,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,40,55,438,0,528,82,25,43.9,83.9,7,0,0,0,0,0,0,0,0,0,0,0,0,0.143,0.143,0,0,0,-0.077,5.714,7.857,62.571,0,75.429,11.714,3.571,0,0.802,0.302,0.474,0.784,6.271,11.986,WR,NA,NA,NA,NA,NA,NA,NA,NA,0.901,1.468,-0.063,0.025,0.292,0.166,0.091,0.073,0.073,0.382,0.182,0.2,NA,NA,NA,205,2.14,WR,NO,0,0,0,0,1,1,0,21,16,194,9,122,80,51,21,25,7,255,222,149,0,0,1,9.238,12.125,0,0,0,0,0.143,1,0,3,2.286,27.714,WR,NO,0,0,0,0,0,0,0,17,12,109,8,26,55,37,13,22,6,60,148,95,0,0,0,6.412,9.083,0,0,0,0,0,NA,0,2.833,2,18.167,29.286,0.268,0.122
00-0032775,Demarcus Robinson,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,59,466,3,525,173,26,62.6,107.6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3.933,31.067,0.2,35,11.533,1.733,0,1.031,0.105,0.137,0.254,4.173,7.173,WR,NA,NA,NA,NA,NA,NA,NA,NA,1.836,0.242,-0.604,0.441,0.616,0.165,0.051,0.034,0.085,0.39,0.119,0.322,NA,NA,NA,488,0.95,WR,KC,0,0,0,0,0,0,0,18,14,152,7,162,200,133,20,59,12,230,262,167,0,0,0,8.444,10.857,0,0,0,0,0,NA,0,1.5,1.167,12.667,WR,KC,0,0,0,0,0,0,0,9,5,68,4,18,42,28,8,25,5,49,146,87,0,0,0,7.556,13.6,0,0,0,0,0,NA,0,1.8,1,13.6,32.533,0.121,0.053
